Movie_id,short_language,language
54051,ja,日本語
80960,en,English
97032,en,English
148536,de,Deutsch
64736,zh,普通话
23963,en,English
35148,en,English
26465,es,Español
51422,en,English
60489,es,Español
16204,ja,日本語
23404,,
20236,hi,हिन्दी
148077,en,English
42564,pl,Polski
65572,ru,Pусский
25190,en,English
22327,en,English
19901,en,English
28644,pt,Português
24458,en,English
13723,pl,Polski
15791,en,English
28178,en,English
291554,en,English
149851,en,English
14773,de,Deutsch
147683,es,Español
25195,en,English
20504,en,English
33613,en,English
57251,en,English
85126,fr,Français
123772,en,English
4286,en,English
21575,ja,日本語
104320,ko,한국어/조선말
4932,ko,한국어/조선말
39023,ko,한국어/조선말
187401,de,Deutsch
25927,fr,Français
14173,en,English
28227,it,Italiano
31875,en,English
44085,es,Español
58589,en,English
26820,it,Italiano
119905,en,English
24271,en,English
52273,sv,svenska
95140,sv,svenska
179066,es,Español
37222,en,English
55197,de,Deutsch
87065,es,Español
20551,en,English
28280,it,Italiano
26125,ar,العربية
26765,de,Deutsch
5707,el,ελληνικά
323111,en,English
26961,fr,Français
126925,he,עִבְרִית
1450,it,Italiano
101006,ru,Pусский
52429,en,English
81895,en,English
148435,en,English
46335,es,Español
18476,en,English
15774,en,English
20107,en,English
12161,en,English
164421,en,English
101342,en,English
41970,fr,Français
89800,zh,普通话
21521,ru,Pусский
44027,es,Español
143098,en,English
31175,es,Español
22274,ar,العربية
4579,fr,Français
32097,pl,Polski
83430,en,English
13634,en,English
144089,cs,Český
40229,es,Español
10800,en,English
277622,xx,No Language
25676,en,English
44941,hi,हिन्दी
25205,en,English
17602,ja,日本語
14981,it,Italiano
45699,de,Deutsch
17606,en,English
25594,en,English
25602,es,Español
40660,en,English
101376,en,English
49956,ru,Pусский
43844,fr,Français
15930,en,English
65642,en,English
86303,en,English
63771,en,English
52229,ja,日本語
2395,en,English
13855,en,English
21153,de,Deutsch
83994,en,English
5761,es,Español
57978,en,English
23999,en,English
42720,gd,
17911,en,English
32559,en,English
253476,en,English
69061,ja,日本語
13382,en,English
13358,it,Italiano
33511,,
27182,xx,No Language
29110,en,English
23410,ja,日本語
266740,ko,한국어/조선말
22164,pl,Polski
15255,,
71885,en,English
20453,en,English
108573,en,English
16095,en,English
4253,en,English
43346,de,Deutsch
40083,en,English
61864,fr,Français
59390,de,Deutsch
22894,zu,isiZulu
15807,en,English
85507,en,English
72241,fr,Français
22404,en,English
27567,pt,Português
147692,en,English
41787,en,English
106482,pt,Português
26752,en,English
48609,en,English
251281,en,English
160266,fr,Français
21033,en,English
23988,en,English
186129,en,English
51120,fr,Français
21453,hu,Magyar
5153,en,English
17836,da,Dansk
51429,en,English
32130,it,Italiano
126083,en,English
13522,uk,Український
47370,en,English
31156,pt,Português
84104,ja,日本語
46336,en,English
27569,en,English
62775,ja,日本語
120109,zh,普通话
8349,fr,Français
75877,en,English
43891,cn,广州话 / 廣州話
33295,pt,Português
29501,en,English
16453,en,English
13477,hu,Magyar
12201,en,English
47554,ko,한국어/조선말
33395,fr,Français
2974,pl,Polski
14016,fr,Français
94706,en,English
26466,en,English
49807,en,English
99749,en,English
79509,ja,日本語
46623,en,English
52863,ru,Pусский
92283,en,English
42137,en,English
8952,hu,Magyar
40724,es,Español
33159,es,Español
26137,ja,日本語
71825,en,English
103201,hi,हिन्दी
98246,en,English
33630,de,Deutsch
51675,en,English
33602,fi,suomi
12169,fi,suomi
252407,en,English
43333,fr,Français
42212,ru,Pусский
33728,cn,广州话 / 廣州話
27989,en,English
25983,es,Español
42683,en,English
271677,en,English
46423,en,English
24469,fr,Français
11518,en,English
7344,en,English
4887,ja,日本語
51022,,
31578,fr,Français
18670,en,English
25293,en,English
59013,en,English
32856,en,English
7978,,
60086,en,English
11324,cy,Cymraeg
90052,en,English
81382,fr,Français
8898,en,English
183946,en,English
17334,en,English
26715,en,English
19311,en,English
38448,cn,广州话 / 廣州話
45988,en,English
20047,ru,Pусский
55522,en,English
81399,en,English
13949,en,English
24253,en,English
15324,en,English
32657,en,English
23742,es,Español
36457,en,English
27561,en,English
11439,en,English
42586,de,Deutsch
26963,en,English
32868,pt,Português
30298,fr,Français
23172,en,English
30128,fr,Français
29381,fr,Français
42295,en,English
41894,fr,Français
67736,es,Español
25950,en,English
32124,,
26428,ar,العربية
56931,en,English
12273,en,English
22805,en,English
79519,en,English
20083,es,Español
29388,en,English
15357,en,English
20406,en,English
22166,en,English
408956,ru,Pусский
18489,fr,Français
120280,en,English
19962,de,Deutsch
29427,ja,日本語
22971,en,English
45576,en,English
23023,en,English
29785,en,English
63195,en,English
20871,it,Italiano
14235,en,English
71370,en,English
25967,en,English
5595,en,English
32092,ru,Pусский
10664,en,English
28739,es,Español
17473,en,English
200664,en,English
224642,vi,Tiếng Việt
117499,en,English
174748,en,English
26022,pl,Polski
12155,en,English
40623,en,English
22972,it,Italiano
119819,en,English
29182,en,English
17277,cn,广州话 / 廣州話
24424,en,English
26389,zh,普通话
61880,en,English
31515,en,English
20618,en,English
28925,en,English
23488,es,Español
26771,en,English
43012,en,English
27583,en,English
6883,en,English
26390,fr,Français
34016,de,Deutsch
25941,it,Italiano
34195,es,Español
20471,en,English
18514,en,English
23169,ja,日本語
18704,th,ภาษาไทย
12718,fr,Français
15360,xx,No Language
19969,en,English
85521,ar,العربية
36233,en,English
16763,he,עִבְרִית
16350,es,Español
15846,en,English
14765,en,English
44363,en,English
94182,en,English
34592,en,English
26430,en,English
59719,en,English
30903,en,English
26623,sq,shqip
55412,af,Afrikaans
48145,xh,
29426,zu,isiZulu
217632,en,English
195204,en,English
34335,en,English
16239,en,English
80196,en,English
31299,de,Deutsch
34563,en,English
27573,en,English
32678,it,Italiano
12834,en,English
31723,fi,suomi
24225,ru,Pусский
49508,fi,suomi
26558,de,Deutsch
15483,sv,svenska
31678,en,English
45921,en,English
33788,en,English
5753,en,English
43495,en,English
32688,it,Italiano
24973,en,English
42342,it,Italiano
168171,en,English
80595,de,Deutsch
66953,hu,Magyar
16436,ru,Pусский
31867,,
42451,cn,广州话 / 廣州話
43138,zh,普通话
4933,en,English
264241,it,Italiano
28355,en,English
64104,ja,日本語
194931,en,English
20027,vi,Tiếng Việt
36970,en,English
19616,en,English
34423,fr,Français
69872,en,English
20216,fr,Français
23048,la,Latin
28211,en,English
30779,fr,Français
89199,fr,Français
19152,it,Italiano
38687,en,English
30018,en,English
10191,en,English
22582,de,Deutsch
37181,en,English
45035,fi,suomi
15544,es,Español
24874,,
51330,en,English
28510,pt,Português
11763,pt,Português
33421,en,English
48336,en,English
21467,en,English
24499,en,English
20825,en,English
16190,de,Deutsch
109572,en,English
52637,is,Íslenska
25053,sv,svenska
104607,en,English
10469,en,English
11122,en,English
27936,pl,Polski
18823,en,English
196328,pl,Polski
213845,en,English
15382,en,English
31196,en,English
18352,en,English
34769,en,English
39830,fr,Français
132744,en,English
161179,es,Español
35939,en,English
23483,en,English
16686,fr,Français
15973,de,Deutsch
4252,en,English
16759,en,English
43008,en,English
184741,fr,Français
57124,en,English
93519,en,English
35056,de,Deutsch
47090,fi,suomi
13417,en,English
39931,en,English
24429,en,English
36419,de,Deutsch
22419,fr,Français
43327,en,English
76568,fr,Français
40855,en,English
22488,en,English
49131,en,English
35207,en,English
42669,en,English
18273,fr,Français
37223,pt,Português
53522,th,ภาษาไทย
39459,en,English
35689,no,Norsk
166375,en,English
34784,hi,हिन्दी
52903,ur,اردو
8980,en,English
11801,en,English
25572,en,English
34583,en,English
11761,ko,한국어/조선말
22943,en,English
27586,es,Español
15323,en,English
1568,es,Español
48688,en,English
33226,es,Español
96010,fr,Français
27179,en,English
11303,ru,Pусский
18426,en,English
19939,ru,Pусский
36916,de,Deutsch
145902,en,English
79924,en,English
116983,en,English
17988,en,English
26178,zh,普通话
19587,th,ภาษาไทย
68987,vi,Tiếng Việt
36124,de,Deutsch
20781,en,English
31561,it,Italiano
1912,zh,普通话
35002,cs,Český
47813,cn,广州话 / 廣州話
14766,zh,普通话
36731,de,Deutsch
141714,de,Deutsch
19401,ko,한국어/조선말
31869,es,Español
26186,en,English
55236,en,English
34803,ar,العربية
37861,de,Deutsch
47808,en,English
33217,en,English
29989,en,English
90634,zh,普通话
26380,en,English
43326,fr,Français
44747,en,English
102419,en,English
228444,en,English
36443,en,English
4461,it,Italiano
41110,ja,日本語
31687,en,English
20497,en,English
12411,fr,Français
86097,hu,Magyar
25832,en,English
25338,es,Español
20478,en,English
17960,fr,Français
33427,la,Latin
23568,es,Español
38810,en,English
12408,en,English
21345,en,English
40168,en,English
44132,en,English
37857,en,English
33784,he,עִבְרִית
45663,en,English
129689,it,Italiano
178736,ja,日本語
35656,yi,
30427,en,English
12166,es,Español
33501,en,English
36325,en,English
43381,en,English
34813,cs,Český
33215,en,English
21036,en,English
35690,en,English
18406,fi,suomi
39053,zh,普通话
37169,en,English
24805,fr,Français
43517,es,Español
176651,en,English
121036,en,English
42476,pl,Polski
111310,ru,Pусский
39452,en,English
94917,en,English
107643,en,English
64651,en,English
40594,en,English
23104,en,English
37605,en,English
91727,es,Español
41597,en,English
62727,en,English
25385,en,English
64576,pt,Português
32985,ja,日本語
44399,en,English
10138,en,English
32084,en,English
42191,fr,Français
190906,de,Deutsch
45615,no,Norsk
38579,,
37931,en,English
27004,fr,Français
10870,en,English
54117,tr,Türkçe
4180,el,ελληνικά
55135,zh,普通话
15877,en,English
72272,en,English
1549,en,English
10171,en,English
38996,en,English
25699,en,English
18899,it,Italiano
45380,en,English
48587,es,Español
198600,fr,Français
36760,en,English
39767,en,English
17005,fr,Français
26694,la,Latin
126421,en,English
121351,ru,Pусский
37178,en,English
125271,fr,Français
5178,hu,Magyar
34069,de,Deutsch
23437,fr,Français
37495,en,English
145217,en,English
42217,en,English
19173,pt,Português
42910,en,English
43090,en,English
35169,en,English
41116,en,English
25659,en,English
37828,bo,
38726,zh,普通话
36950,en,English
37565,,
38542,en,English
12219,is,Íslenska
76822,ja,日本語
20662,en,English
31345,ku,
21245,tr,Türkçe
60677,en,English
52620,pt,Português
34626,es,Español
47737,en,English
28575,en,English
52249,it,Italiano
51442,,
89462,fr,Français
66022,en,English
38697,,
37511,en,English
21794,en,English
36432,en,English
35572,en,English
106813,en,English
20311,en,English
81589,en,English
8929,ja,日本語
7346,zh,普通话
28894,en,English
44513,en,English
23050,en,English
96287,ja,日本語
23538,en,English
27181,pt,Português
5590,en,English
53503,de,Deutsch
40998,en,English
5850,en,English
18516,fr,Français
31261,en,English
39056,de,Deutsch
24757,hu,Magyar
26587,pt,Português
36801,en,English
92501,it,Italiano
46705,en,English
37821,de,Deutsch
261538,en,English
253232,en,English
173865,,
225503,en,English
29069,fr,Français
26962,de,Deutsch
37255,en,English
122188,en,English
51792,ur,اردو
99236,en,English
174784,en,English
14257,en,English
5424,en,English
39453,en,English
26388,en,English
44878,de,Deutsch
116746,bs,Bosanski
64811,sr,Srpski
39024,hr,Hrvatski
38307,en,English
134901,en,English
30527,en,English
9543,en,English
43317,en,English
40247,de,Deutsch
14518,de,Deutsch
26427,en,English
37034,en,English
35197,es,Español
36686,en,English
115064,en,English
25846,en,English
73931,it,Italiano
30913,ar,العربية
198306,en,English
198307,es,Español
62492,fr,Français
112882,ja,日本語
37786,ru,Pусский
66775,en,English
44398,en,English
25551,en,English
22241,en,English
71756,hi,हिन्दी
58086,en,English
29151,en,English
32823,en,English
29923,en,English
38199,en,English
80844,en,English
42614,zh,普通话
139383,en,English
43879,en,English
36736,en,English
132328,fr,Français
35217,de,Deutsch
34806,de,Deutsch
37707,it,Italiano
39376,en,English
1785,en,English
10241,en,English
32720,en,English
51413,de,Deutsch
38318,ko,한국어/조선말
42744,en,English
29272,en,English
13058,es,Español
37056,en,English
34480,en,English
38570,en,English
35166,cs,Český
38846,,
73576,fr,Français
32830,en,English
52726,es,Español
27735,en,English
54254,th,ภาษาไทย
29917,en,English
68429,en,English
47238,en,English
132928,it,Italiano
19713,he,עִבְרִית
50182,en,English
254738,en,English
42139,en,English
3589,en,English
25869,en,English
30695,en,English
94225,en,English
108224,es,Español
88192,en,English
28434,en,English
28871,en,English
35129,en,English
31041,it,Italiano
12832,am,
39246,fr,Français
33116,he,עִבְרִית
79372,en,English
42767,en,English
20533,cn,广州话 / 廣州話
34544,th,ภาษาไทย
48003,en,English
19276,en,English
44006,xx,No Language
10193,xx,No Language
41397,de,Deutsch
43882,en,English
99627,yi,
39641,en,English
35164,ro,Română
45974,es,Español
198308,en,English
25868,fi,suomi
39013,en,English
162880,en,English
63883,es,Español
8652,ko,한국어/조선말
18897,en,English
38027,fr,Français
52072,es,Español
1787,en,English
32068,en,English
48636,en,English
21531,es,Español
108017,en,English
45009,en,English
44999,en,English
41142,en,English
10192,en,English
24663,fr,Français
24797,en,English
61120,en,English
62414,en,English
149511,en,English
33809,en,English
38780,en,English
56809,en,English
37711,en,English
110901,en,English
211256,en,English
46341,fr,Français
37414,en,English
44680,ja,日本語
108705,en,English
70804,en,English
51138,en,English
26916,fr,Français
16890,zh,普通话
39545,cn,广州话 / 廣州話
53796,cn,广州话 / 廣州話
42615,cn,广州话 / 廣州話
120529,de,Deutsch
34599,ja,日本語
47282,zh,普通话
16878,cn,广州话 / 廣州話
13989,zh,普通话
44534,en,English
43780,en,English
31677,ja,日本語
40819,cn,广州话 / 廣州話
68701,en,English
43699,en,English
45371,da,Dansk
109970,en,English
24021,,
36691,en,English
39334,en,English
41499,en,English
40215,en,English
69847,es,Español
33913,it,Italiano
34647,sv,svenska
18530,sv,svenska
27865,da,Dansk
52365,en,English
51054,fr,Français
32866,en,English
42891,ht,
10196,en,English
21042,en,English
37301,en,English
91487,en,English
29106,es,Español
51865,en,English
37652,en,English
4676,de,Deutsch
28478,en,English
51617,fr,Français
3037,fr,Français
208478,en,English
61302,de,Deutsch
113012,en,English
108788,en,English
140172,fr,Français
59231,en,English
59088,en,English
15102,ar,العربية
24963,he,עִבְרִית
36962,ru,Pусский
26932,ar,العربية
40636,en,English
2363,fr,Français
423917,en,English
34991,ja,日本語
34703,en,English
1896,en,English
39129,en,English
69544,fr,Français
43449,en,English
76180,it,Italiano
16023,fr,Français
25903,es,Español
153913,en,English
25630,en,English
28036,fr,Français
51395,en,English
1789,en,English
74076,it,Italiano
235199,en,English
34851,,
8471,en,English
45622,en,English
43514,en,English
87267,en,English
37659,en,English
166677,en,English
23097,en,English
44711,sv,svenska
20352,sv,svenska
150778,sv,svenska
58781,sv,svenska
142052,en,English
32921,ga,Gaeilge
24048,la,Latin
43853,en,English
43849,it,Italiano
27205,en,English
38365,de,Deutsch
64861,he,עִבְרִית
27022,hu,Magyar
27843,pl,Polski
80198,yi,
16304,en,English
37834,en,English
32395,es,Español
26682,en,English
41252,en,English
25914,hu,Magyar
4556,ru,Pусский
18680,de,Deutsch
72356,fr,Français
41522,en,English
38575,en,English
39037,en,English
15714,en,English
22556,fr,Français
49500,en,English
54857,fr,Français
110903,en,English
110899,en,English
39781,cn,广州话 / 廣州話
26350,en,English
100661,en,English
85674,ko,한국어/조선말
73861,en,English
61222,ar,العربية
40850,en,English
40662,it,Italiano
59484,en,English
54198,en,English
91470,fr,Français
47508,fr,Français
27576,en,English
86431,en,English
30565,hu,Magyar
42918,it,Italiano
1920,en,English
53209,en,English
24487,en,English
39768,fr,Français
162862,es,Español
134427,en,English
53232,en,English
37816,cn,广州话 / 廣州話
20996,en,English
18968,en,English
31011,en,English
96525,en,English
1863,en,English
26652,cs,Český
65212,da,Dansk
35262,en,English
37098,en,English
26796,de,Deutsch
41163,en,English
85023,fi,suomi
38778,fr,Français
40428,de,Deutsch
104343,en,English
104744,en,English
35019,de,Deutsch
17631,pt,Português
5899,,
18166,en,English
124096,fr,Français
86266,en,English
59881,hu,Magyar
17914,ru,Pусский
37766,,
48197,bn,বাংলা
36274,hi,हिन्दी
26584,en,English
38022,en,English
32497,en,English
90908,en,English
45043,en,English
31262,en,English
21564,en,English
43605,en,English
20007,en,English
25335,en,English
41483,fr,Français
31203,en,English
54233,en,English
27297,en,English
39303,en,English
21900,ru,Pусский
37472,nl,Nederlands
29168,de,Deutsch
108712,ru,Pусский
343283,en,English
63075,he,עִבְרִית
38843,kk,қазақ
39008,en,English
49609,es,Español
37950,en,English
24122,en,English
27581,en,English
24508,en,English
41135,en,English
37570,en,English
52713,en,English
5465,tr,Türkçe
61430,en,English
45322,cn,广州话 / 廣州話
20591,en,English
13221,en,English
18848,hu,Magyar
42008,en,English
77334,ar,العربية
94618,en,English
102488,no,Norsk
86667,en,English
76000,de,Deutsch
83360,en,English
98328,en,English
33195,en,English
46011,en,English
53190,en,English
28426,en,English
39414,ja,日本語
42039,ru,Pусский
19528,en,English
37700,ar,العربية
27578,en,English
22538,en,English
97735,de,Deutsch
45803,en,English
112383,en,English
44629,it,Italiano
44770,en,English
46391,en,English
149114,fr,Français
30860,ru,Pусский
67367,ru,Pусский
96108,en,English
30966,de,Deutsch
47477,fi,suomi
40818,en,English
37951,fa,فارسی
43821,en,English
55971,en,English
10271,en,English
17821,es,Español
23759,en,English
26280,en,English
39800,en,English
8900,fr,Français
3476,es,Español
9503,en,English
52270,fr,Français
44737,de,Deutsch
8070,sw,Kiswahili
46334,en,English
80364,en,English
21001,es,Español
171492,en,English
79829,en,English
39142,en,English
21781,en,English
19874,en,English
44806,de,Deutsch
132883,ru,Pусский
43549,fi,suomi
14138,zh,普通话
38150,ru,Pусский
47912,xx,No Language
128298,es,Español
42565,en,English
43593,ja,日本語
263579,pt,Português
1914,fr,Français
35552,ka,ქართული
44718,de,Deutsch
67381,en,English
26035,af,Afrikaans
25474,en,English
16346,zu,isiZulu
33774,en,English
102286,en,English
53446,de,Deutsch
108232,fr,Français
44533,es,Español
15952,en,English
39563,en,English
55520,en,English
41479,zh,普通话
65787,cs,Český
51759,en,English
41248,en,English
29538,en,English
115109,en,English
42850,en,English
31900,en,English
37842,de,Deutsch
29159,pl,Polski
191550,en,English
122671,sh,
42991,it,Italiano
44140,zh,普通话
42194,ja,日本語
31443,en,English
33494,en,English
91873,fr,Français
207937,en,English
20200,bn,বাংলা
37259,fr,Français
62981,en,English
33682,en,English
79043,en,English
28609,en,English
46164,en,English
38358,en,English
113458,fr,Français
42085,ru,Pусский
37581,en,English
84701,ja,日本語
32196,en,English
42495,de,Deutsch
95597,en,English
55562,en,English
49943,en,English
27579,af,Afrikaans
105347,en,English
77057,xh,
98636,en,English
96451,en,English
14158,fr,Français
47670,de,Deutsch
55648,en,English
88034,fr,Français
172535,en,English
109466,en,English
32638,pl,Polski
37905,pt,Português
30846,es,Español
41210,en,English
107983,en,English
9761,de,Deutsch
57816,es,Español
40663,en,English
91396,en,English
10165,es,Español
139433,en,English
121471,en,English
103745,es,Español
54182,en,English
39786,ru,Pусский
50641,en,English
55403,es,Español
46697,ko,한국어/조선말
23631,en,English
41233,en,English
17966,en,English
206145,fr,Français
44255,fr,Français
39240,en,English
50338,en,English
38073,xx,No Language
76237,es,Español
129467,en,English
105737,en,English
71839,en,English
109881,de,Deutsch
52337,fr,Français
32194,ar,العربية
80806,en,English
44222,fr,Français
13585,es,Español
43790,en,English
30630,en,English
36814,zh,普通话
32552,en,English
133792,en,English
101422,pt,Português
132859,en,English
113214,en,English
33481,fr,Français
31549,af,Afrikaans
43642,en,English
148482,en,English
55063,en,English
22681,de,Deutsch
39519,en,English
119764,cn,广州话 / 廣州話
40985,zh,普通话
40264,en,English
148175,en,English
28938,en,English
268021,en,English
4204,en,English
35791,es,Español
42430,fa,فارسی
35716,en,English
37645,,
69119,en,English
24955,en,English
32151,en,English
55066,ru,Pусский
104310,en,English
124315,hi,हिन्दी
66701,ko,한국어/조선말
43804,zh,普通话
15915,en,English
8886,en,English
46026,en,English
227196,fr,Français
148636,en,English
31428,en,English
49813,en,English
29424,en,English
60678,de,Deutsch
39995,la,Latin
37799,es,Español
138522,en,English
114395,fr,Français
45162,zh,普通话
96172,en,English
15527,en,English
85692,ja,日本語
110748,en,English
40652,en,English
23168,ru,Pусский
45884,es,Español
35956,de,Deutsch
85819,ln,
15834,en,English
22476,fr,Français
37059,en,English
37735,en,English
38167,fr,Français
38568,de,Deutsch
45778,pt,Português
18046,de,Deutsch
27442,it,Italiano
107612,en,English
33729,es,Español
50356,en,English
43939,en,English
46563,fr,Français
60076,ko,한국어/조선말
15179,ru,Pусский
43949,de,Deutsch
44992,en,English
33909,pl,Polski
48110,la,Latin
121154,en,English
59572,en,English
207681,fr,Français
41216,ru,Pусский
39691,en,English
42530,en,English
43491,fr,Français
43890,en,English
37596,en,English
41486,en,English
41482,ar,العربية
74714,fr,Français
35219,en,English
72913,zh,普通话
94959,no,Norsk
22734,en,English
56168,en,English
34145,de,Deutsch
40911,zh,普通话
54720,ru,Pусский
43923,en,English
5719,de,Deutsch
71575,hu,Magyar
159186,no,Norsk
2754,en,English
166204,ja,日本語
40970,en,English
161710,en,English
38842,it,Italiano
45261,en,English
73682,ar,العربية
22136,en,English
38410,es,Español
342218,en,English
125946,en,English
154442,en,English
201695,en,English
25694,de,Deutsch
42318,ko,한국어/조선말
36569,en,English
27023,en,English
38961,es,Español
56969,fr,Français
45077,de,Deutsch
40599,en,English
52221,nl,Nederlands
165534,en,English
59581,en,English
67531,zh,普通话
125948,en,English
32021,en,English
75938,hi,हिन्दी
706,es,Español
30931,en,English
33009,de,Deutsch
46198,fr,Français
18178,it,Italiano
117211,fr,Français
41402,it,Italiano
45745,en,English
10378,ja,日本語
39486,ko,한국어/조선말
27374,th,ภาษาไทย
44040,en,English
12807,fr,Français
38303,fr,Français
38408,en,English
42296,fr,Français
38031,sw,Kiswahili
28018,cs,Český
45729,en,English
44113,en,English
173672,en,English
9639,fr,Français
43894,fr,Français
85290,en,English
3592,en,English
44639,da,Dansk
43619,en,English
43933,hi,हिन्दी
30071,sv,svenska
17031,ko,한국어/조선말
41994,en,English
15375,fr,Français
45094,la,Latin
70695,pl,Polski
38415,en,English
110502,de,Deutsch
43369,en,English
111315,en,English
98115,en,English
42188,de,Deutsch
11567,ja,日本語
27441,en,English
30036,es,Español
43187,el,ελληνικά
4706,cs,Český
9577,en,English
20034,en,English
41201,en,English
19597,pl,Polski
46847,en,English
110790,fr,Français
16015,en,English
20263,en,English
10311,fr,Français
50834,it,Italiano
16271,es,Español
12482,ja,日本語
53486,en,English
25633,en,English
206577,en,English
166671,en,English
39933,en,English
81231,hu,Magyar
46756,en,English
46812,en,English
46837,ja,日本語
76825,en,English
16344,ko,한국어/조선말
38124,pl,Polski
60035,en,English
35379,en,English
214430,en,English
41308,pl,Polski
75341,pt,Português
92950,en,English
113456,en,English
44549,en,English
155852,en,English
174792,de,Deutsch
131861,ru,Pусский
45739,en,English
45649,en,English
39681,ja,日本語
41505,da,Dansk
40048,en,English
8749,is,Íslenska
14088,ru,Pусский
49218,en,English
50656,en,English
16290,en,English
39312,en,English
42307,en,English
45650,ja,日本語
64156,en,English
42941,fr,Français
50475,en,English
97241,es,Español
39440,fr,Français
52848,en,English
41009,zh,普通话
73348,ar,العربية
52358,en,English
32540,da,Dansk
74896,en,English
44890,zh,普通话
44823,en,English
39514,it,Italiano
213864,en,English
90930,en,English
86233,en,English
98364,en,English
44716,en,English
43931,fr,Français
63611,ar,العربية
47426,fr,Français
18590,en,English
37810,ru,Pусский
13548,pt,Português
21431,en,English
25073,en,English
155445,en,English
20700,,
114333,ja,日本語
201646,en,English
127083,en,English
4921,en,English
370264,ru,Pусский
11389,ar,العربية
45336,la,Latin
165911,en,English
37438,en,English
14397,en,English
53655,en,English
52047,es,Español
27372,cs,Český
43681,en,English
41211,en,English
46332,cn,广州话 / 廣州話
135198,en,English
44986,zh,普通话
43738,en,English
60665,pl,Polski
43601,ja,日本語
68774,en,English
4729,tr,Türkçe
47792,en,English
46979,fr,Français
143336,sk,Slovenčina
41436,it,Italiano
49207,en,English
46103,en,English
48016,en,English
55536,en,English
6793,en,English
79743,ja,日本語
53792,it,Italiano
67232,en,English
44076,en,English
48015,en,English
35957,en,English
51241,zh,普通话
8316,en,English
31605,en,English
22398,en,English
16029,en,English
44603,it,Italiano
41215,fr,Français
1782,it,Italiano
38234,es,Español
11391,en,English
41439,es,Español
41733,he,עִבְרִית
182756,es,Español
77960,sv,svenska
44115,en,English
38055,en,English
54315,it,Italiano
33600,en,English
54109,de,Deutsch
52237,en,English
43819,fr,Français
43007,de,Deutsch
49863,en,English
44214,de,Deutsch
80720,fr,Français
114096,en,English
91607,ar,العربية
130917,ku,
40378,en,English
30979,fr,Français
56192,hu,Magyar
46537,fr,Français
49953,it,Italiano
43943,en,English
38363,en,English
40716,en,English
43189,en,English
3007,it,Italiano
27563,en,English
61755,en,English
59408,da,Dansk
79591,fi,suomi
26891,en,English
39039,en,English
52111,xx,No Language
13630,en,English
45593,en,English
41058,en,English
1673,ru,Pусский
28671,es,Español
14234,es,Español
49110,en,English
126238,en,English
65726,en,English
41123,en,English
44442,es,Español
48466,en,English
47065,en,English
38325,ru,Pусский
103894,en,English
48000,en,English
71317,en,English
137504,en,English
64340,en,English
44571,tr,Türkçe
38368,en,English
112072,es,Español
114444,th,ภาษาไทย
157178,en,English
68849,fr,Français
134569,ko,한국어/조선말
44048,en,English
38357,he,עִבְרִית
48303,en,English
43539,en,English
39210,cn,广州话 / 廣州話
72421,en,English
62103,en,English
44147,tr,Türkçe
92096,en,English
43434,it,Italiano
45958,pl,Polski
34208,en,English
15036,bn,বাংলা
36940,cs,Český
12444,en,English
45269,fr,Français
38757,hi,हिन्दी
46757,en,English
71701,ja,日本語
43862,xx,No Language
43437,en,English
24574,en,English
80545,en,English
87387,en,English
44687,ru,Pусский
162643,de,Deutsch
41999,pl,Polski
13834,ru,Pусский
15012,es,Español
44886,en,English
45317,en,English
41556,en,English
42363,en,English
52998,en,English
31031,en,English
49583,es,Español
202768,en,English
37927,en,English
48486,it,Italiano
56648,ru,Pусский
128442,en,English
110115,it,Italiano
87415,en,English
95043,kk,қазақ
113882,ro,Română
48871,en,English
93669,ja,日本語
47088,en,English
147622,fr,Français
35458,nl,Nederlands
50990,de,Deutsch
111396,en,English
36373,he,עִבְרִית
99080,ja,日本語
49787,en,English
253074,ja,日本語
64782,fa,فارسی
96118,fa,فارسی
26769,tg,
43924,en,English
46420,en,English
36615,en,English
83817,ro,Română
51885,en,English
54523,fr,Français
73420,en,English
45324,hi,हिन्दी
120835,da,Dansk
33996,hu,Magyar
15702,en,English
15436,en,English
39358,en,English
6320,en,English
28699,en,English
47979,en,English
48838,ja,日本語
42684,en,English
34764,sv,svenska
37234,no,Norsk
42483,sv,svenska
42561,en,English
42046,es,Español
52320,en,English
36405,en,English
35123,en,English
37083,en,English
51618,en,English
61370,fr,Français
22135,de,Deutsch
53654,it,Italiano
14463,en,English
35395,en,English
38117,en,English
37690,en,English
24837,de,Deutsch
43347,fr,Français
10140,en,English
47607,en,English
80435,,
38340,ar,العربية
121238,en,English
59828,fr,Français
28155,it,Italiano
26663,ja,日本語
86608,en,English
80572,ja,日本語
37710,en,English
48946,cs,Český
45136,en,English
130424,en,English
44028,es,Español
48395,en,English
44982,is,Íslenska
60440,ru,Pусский
57000,en,English
65041,en,English
39968,cn,广州话 / 廣州話
32234,en,English
12823,es,Español
63290,es,Español
71395,en,English
43114,en,English
59917,en,English
56693,de,Deutsch
40882,zh,普通话
85876,en,English
62789,en,English
31988,de,Deutsch
34667,fr,Français
5562,pl,Polski
41187,en,English
43614,en,English
44160,de,Deutsch
99738,en,English
95453,en,English
46773,en,English
70800,ko,한국어/조선말
60234,en,English
49296,zh,普通话
1906,en,English
36738,en,English
195833,ar,العربية
49901,en,English
195311,fr,Français
56142,de,Deutsch
43919,en,English
84108,en,English
80701,en,English
46503,en,English
48833,fr,Français
